Player,Pos,Age,Tm,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
Alex Abrines\abrinal01,SG,23,OKC,4.4,11.5,1.9,4.4,2,2.3,0.8,3.2,4,1.9,1.7,0.4,1.5,5.3,18.9,113,110,9,0.573,0.722,0.205,2.6,9.5,5.9,3.1,1.6,0.5,9.4,13.1
Quincy Acy\acyqu01,PF,26,BRK,3.3,7.7,2.7,6.5,4,5.3,1.7,8.3,9.9,1.7,1.3,1.4,1.8,5.4,19.4,113,110,7,0.504,0.779,0.201,3.4,18.9,11.1,4.7,1.1,1.3,15.6,14.4
Steven Adams\adamsst01,C,23,OKC,0,0,7.7,13.4,3.2,5.3,5.8,6.8,12.6,1.8,1.8,1.6,3,4,18.6,114,107,21.5,0.639,0.004,0.346,17.8,13.8,15.8,4.7,1.8,2.9,12.7,16.7
Arron Afflalo\afflaar01,SG,31,SAC,2,4.8,3.9,8.6,2.7,3,0.3,3.7,4,2.5,0.7,0.2,1.3,3.3,16.5,109,116,4.9,0.497,0.406,0.189,0.7,9.6,5.1,5.4,0.2,0.8,10.2,11.7
Cole Aldrich\aldrico01,C,28,MIN,0,0,4.3,8.2,1.4,2.1,4.9,10.2,15.1,2.4,2.4,2.2,1.6,8.1,10,118,107,9.2,0.372,0,0.444,12.3,16.9,14.6,4.8,3.6,3.2,8.5,18.6
LaMarcus Aldridge\aldrila01,PF,31,SAS,0.5,1.2,10.4,21.7,4.8,5.9,3.8,7.7,11.4,3,1,1.9,2.1,3.4,27.1,111,104,23.3,0.556,0.082,0.284,10.9,16.6,13.8,10.6,0.8,2.9,7.4,28.6
Tony Allen\allento01,SG,35,MEM,0.4,1.5,7,14.7,2.2,3.5,4.5,6.1,10.6,2.7,3.1,0.8,2.7,4.8,17.5,101,105,8.8,0.514,0.132,0.231,8.5,10.7,9.6,4.8,1.9,0.9,15.9,19.2
Al-Farouq Aminu\aminual01,SF,26,POR,2,5.9,3.2,7.1,2.7,3.8,2.2,10.5,12.6,2.8,1.7,1.2,2.6,2.9,14.9,100,108,12.3,0.545,0.571,0.127,4.4,21.2,13,5.2,1.4,1.8,10.3,14.7
Justin Anderson\anderju01,SF,23,DAL,2.7,8.9,5.4,11.4,5.1,6.5,2.9,8.1,10.9,2.3,2.1,1.2,2.9,4.7,24.1,101,107,13.2,0.54,0.481,0.204,6.4,12.9,9.7,6.5,1.6,1.1,5.6,17.7
Justin Anderson\anderju01,SF,23,PHI,2,6.8,5.1,8.5,3,3.9,2.8,6.2,9,3.2,1.2,0.7,2.4,4.2,19.1,109,111,13.2,0.54,0.481,0.204,6.4,12.9,9.7,6.5,1.6,1.1,5.6,17.7
Kyle Anderson\anderky01,SG,23,SAS,0.7,2,3.9,8.4,2.2,2.8,1.6,8.7,10.4,4.5,2.5,1.3,1.9,3.1,12.3,109,101,15.5,0.58,0.111,0.318,4.5,19.1,11.8,14.4,2.6,2.4,16.3,13.5
Ryan Anderson\anderry01,PF,28,HOU,4.6,11.5,2.7,6.1,2.9,3.4,2.5,4.9,7.5,1.5,0.7,0.3,1.2,3.2,22.2,119,113,12.2,0.588,0.709,0.192,6,15.7,10.8,5.1,0.7,1,8.7,14.4
Giannis Antetokounmpo\antetgi01,SF,22,MIL,0.9,3.2,10.8,19.3,8.4,10.9,2.5,10,12.5,7.7,2.3,2.7,4.2,4.4,32.7,116,104,29.6,0.614,0.09,0.503,7.3,26.3,16.7,23.9,2,2.9,10.8,31.8
Carmelo Anthony\anthoca01,SF,32,NYK,3,8.3,8.9,19.1,6,7.2,1.2,7.4,8.6,4.2,1.2,0.7,3,3.9,32.7,108,113,14,0.513,0.379,0.188,2.4,18.6,10.3,7.1,1,1.8,7.2,24.2
Trevor Ariza\arizatr01,SF,31,HOU,3.3,9.6,2.3,4.2,1.6,2.2,0.9,7,7.9,3,2.5,0.3,1.3,2.3,16.2,113,108,12.2,0.592,0.742,0.142,1.8,13.5,7.6,6.7,2.1,0.4,8.2,13.8
Darrell Arthur\arthuda01,PF,28,DEN,4.1,8.9,3.2,7.5,1.5,1.7,1.9,6.6,8.6,3.2,1.5,1.6,2.8,5.8,20,110,112,-0.7,0.363,0.478,0.043,1.6,14.5,8,5.9,2.1,1.2,25.4,19.5
D.J. Augustin\augusdj01,PG,29,ORL,3.1,8.8,3.2,7.8,4.2,5.2,0.5,3.3,3.8,6.7,1,0,2.9,3.3,19.9,104,115,14.7,0.602,0.518,0.385,1.8,8.1,4.9,22,1.9,0,16.6,18.1
Luke Babbitt\babbilu01,SF,27,MIA,4.1,9.9,1.2,3.4,0.5,0.7,0.6,6.1,6.7,1.7,0.9,0.5,1.2,5.6,15.3,110,109,12.1,0.633,0.652,0.134,1,15.7,8.3,7.1,0.5,0.8,7.9,14.9
Ron Baker\bakerro01,SG,23,NYK,1.3,5,3.4,7.6,1.6,2.5,0.7,5,5.7,6.2,2,0.5,3.3,4.3,12.5,92,113,9.4,0.504,0.559,0.441,1.5,7.2,4.4,15.7,3.4,1.4,20.4,10.1
J.J. Barea\bareajo01,PG,32,DAL,3.6,10,6,13.2,3,3.4,0.6,5.1,5.7,13,0.9,0.1,4.3,2,25.7,106,112,17.5,0.536,0.449,0.186,0.9,14.9,7.7,42.5,1.1,0.2,15.3,25.1
Harrison Barnes\barneha02,PF,24,DAL,1.4,4.1,9.7,19.6,4.5,5.2,1.7,5.6,7.3,2.2,1.2,0.3,1.9,2.4,28.2,106,111,15.9,0.537,0.252,0.255,3.5,18.6,10.8,9.5,1,0.6,8.2,24.6
Will Barton\bartowi01,SG,26,DEN,2.5,6.7,6,12.3,4.1,5.4,1.7,5.8,7.4,5.9,1.4,0.8,2.8,3.2,23.5,112,114,15.2,0.537,0.413,0.219,2.8,14.4,8.6,19.3,1.7,1.6,12.3,20.6
Nicolas Batum\batumni01,SG,28,CHO,2.6,7.8,4.9,10.9,4.7,5.4,0.9,8.3,9.2,8.7,1.6,0.6,3.7,2.1,22.3,105,108,13.2,0.521,0.415,0.196,2.8,12.8,7.7,22.7,1.5,0.9,16,18.6
Aron Baynes\baynear01,C,30,DET,0,0,6.2,12.1,3.4,4.1,4.8,9.6,14.5,1.4,0.7,1.7,2.2,7.2,15.9,114,106,11.3,0.503,0.029,0.227,8.9,22,15.6,7.9,0.8,2.7,14.5,16.3
Kent Bazemore\bazemke01,SF,27,ATL,2.3,6.7,5.1,11.4,3,4.2,1.1,4.7,5.8,4.4,2.3,1.3,3.1,4.1,20.1,97,106,15.1,0.549,0.407,0.305,1.6,14.9,8.2,20,3,2.2,17,22.5
Bradley Beal\bealbr01,SG,23,WAS,4.1,10.1,7.6,14.1,5.2,6.3,1,3.4,4.4,4.9,1.5,0.4,2.9,3.1,32.7,117,112,19.9,0.569,0.352,0.285,2.6,11.2,6.9,18.7,1.6,1.1,9.8,28.2
Michael Beasley\beaslmi01,PF,28,MIL,1,2.3,10.8,19.7,4.2,5.7,2.2,8.3,10.5,2.9,1.5,1.5,3.6,5,28.7,106,109,19.6,0.57,0.096,0.243,7.7,21.7,14.8,11.8,1.1,2.5,14.7,29.2
Marco Belinelli\belinma01,SG,30,CHO,2.9,8,4.6,9.4,4.2,4.7,0.4,4.6,5,4.1,1.2,0.3,2,2.5,22,110,112,14.4,0.555,0.509,0.229,1.2,8.1,4.6,13.6,1.9,0.2,9.2,21.4
Dragan Bender\bendedr01,PF,19,PHO,2.3,8.4,2.4,5,0.3,0.9,1.9,6.7,8.6,1.9,0.8,1.8,2.7,6.2,12.2,86,113,6.4,0.514,0.69,0.083,1.5,16.1,8.6,8.1,0.6,2.1,18,12.5
Davis Bertans\bertada01,PF,24,SAS,4.4,10.9,2.1,3.8,1.8,2.1,1.4,4.8,6.2,2.9,1.3,1.8,2,4.7,19.1,115,105,13.9,0.583,0.693,0.107,1.9,14.1,8,9.7,1.1,2.2,8.6,17.6
Patrick Beverley\beverpa01,SG,28,HOU,2.6,6.7,2.8,5.9,1.7,2.2,2.2,6.9,9.2,6.6,2.3,0.6,2.3,5.2,14.9,116,108,12.6,0.53,0.504,0.143,5.3,9.5,7.4,14.3,2.8,1.3,16.5,19.7
Bismack Biyombo\biyombi01,C,24,ORL,0,0,4.9,9.4,3.5,6.5,4.3,11.3,15.7,2,0.7,2.5,2.6,5.6,13.4,106,108,13.6,0.572,0.005,0.495,10.5,23.7,17.1,4.4,0.6,5.6,18,13.5
Nemanja Bjelica\bjeline01,PF,28,MIN,2.4,7.5,4,7.6,1.9,2.6,2.4,8,10.4,3.4,1.7,0.9,2.5,6.6,17.2,105,111,14.2,0.631,0.494,0.139,4.2,18.8,11.4,7.2,1.9,0.7,12,15.3
Tarik Black\blackta01,C,25,LAL,0,0.1,6.7,13,3.7,4.9,6.4,8.9,15.3,1.7,1.3,2,2.6,7.7,17.1,114,111,13.4,0.56,0.089,0.5,14.2,20,17.1,3.5,1.8,4.5,19.7,17.4
Eric Bledsoe\bledser01,PG,27,PHO,2.3,6.8,7.6,15.9,8.5,10.1,1.1,5.9,7,9.2,2,0.7,4.9,3.6,30.6,111,112,17.4,0.54,0.359,0.333,2.5,11.3,6.9,22,3.5,1.6,15.6,27.3
Bojan Bogdanovic\bogdabo02,SF,27,BRK,3.2,8.9,5.4,10.7,4.7,5.3,0.7,5.6,6.3,2.9,0.8,0.1,3,3.2,25,106,114,12.6,0.586,0.464,0.22,1.1,10.7,6,6.6,1.2,0.1,9.7,18.4
Bojan Bogdanovic\bogdabo02,SF,27,WAS,3.7,9.4,5.1,9.8,5.8,6.2,1.1,5.4,6.6,1.7,0.8,0.3,3.1,3.9,27.1,113,113,12.6,0.586,0.464,0.22,1.1,10.7,6,6.6,1.2,0.1,9.7,18.4
Andrew Bogut\bogutan01,C,32,DAL,0,0.1,3.4,7.2,0.3,1,5,14.5,19.5,4.4,1.2,2.2,3.8,7.5,7.1,93,104,10.9,0.696,0,0.08,12.6,25.9,19.2,9.2,0.9,4.9,42.3,8.7
Devin Booker\bookede01,SG,20,PHO,2.6,7.1,8,18,6.4,7.7,0.8,3.6,4.4,4.7,1.3,0.4,4.2,4.2,30.3,103,116,18.5,0.563,0.365,0.326,1.4,12.8,7,25.2,1.3,0.6,14.3,31.3
Trevor Booker\booketr01,PF,29,BRK,0.7,2.1,7.6,13.9,2,3,3.9,11.6,15.4,3.7,2,0.8,3.4,4.1,19.2,105,107,16.1,0.57,0.069,0.33,10.9,19.8,15.4,12.1,1.3,1.5,14.2,17.7
Avery Bradley\bradlav01,SG,26,BOS,2.9,7.5,6.8,13.5,1.8,2.5,1.8,7.3,9,3.3,1.8,0.3,2.4,3.8,24.2,105,108,9.9,0.497,0.34,0.14,1.6,6.8,4.2,10.5,1.8,0.5,13.3,24.4
Corey Brewer\breweco01,SF,30,HOU,1.1,4.9,3.7,6.9,1.7,2.3,1.1,4.8,5.9,3.2,1.9,0.6,1.9,5.4,12.6,100,110,8.8,0.513,0.29,0.31,2.8,11.7,7.2,7.6,3,1,17.1,14
Malcolm Brogdon\brogdma01,SG,24,MIL,2,4.9,5.4,11.3,2.8,3.2,1.2,4.3,5.5,8.1,2.2,0.3,2.9,3.6,19.7,111,111,14.6,0.579,0.319,0.174,1.9,11,6.5,16.7,1.5,0.8,11,19.3
Aaron Brooks\brookaa01,PG,32,IND,2.7,7.2,4.1,9.6,1.8,2.2,1,2.9,3.9,7,1.4,0.5,3.7,5.2,18,98,113,10.1,0.513,0.412,0.118,3.7,6.1,4.9,15.5,1.9,0,14.4,17.8
Jaylen Brown\brownja02,SF,20,BOS,1.7,5,5.4,10.6,3.1,4.6,1.7,6.5,8.1,2.4,1.3,0.7,2.5,5.3,19,102,110,13,0.551,0.394,0.288,3.6,14.9,9.4,7.8,1.7,1,11.7,20.8
Nicolas Brussino\brussni01,SF,23,DAL,2.9,9.5,2.3,4.6,1.7,2.2,2.6,6.9,9.5,4.7,1.7,0.8,2.6,4.3,15,101,109,-4.7,0,1,0,0,34.7,17.1,0,0,0,0,8.8
Trey Burke\burketr01,PG,24,WAS,2.2,4.9,6,13,1.5,2,0.5,2.8,3.3,7,0.8,0.4,3.4,3.8,20,103,114,24.1,0.603,0.2,0.2,2.3,5.5,3.9,46,0.5,0,7.6,23.1
Alec Burks\burksal01,SG,25,UTA,2,6.1,5.9,13.8,4.8,6.3,1.4,8.3,9.6,2.4,1.4,0.4,2.8,4,22.7,98,106,14.8,0.536,0.336,0.328,2.1,18.3,10.1,10.2,2,0.8,10.2,23.4
Jimmy Butler\butleji01,SF,27,CHI,1.6,4.4,8.6,18,10.5,12.1,2.3,6.1,8.4,7.5,2.6,0.6,2.9,2,32.6,123,106,23.7,0.591,0.212,0.449,4.3,12.7,8.5,20.9,2.7,1,9.4,24.5
Kentavious Caldwell-Pope\caldwke01,SG,23,DET,3.1,8.7,4.3,9.8,3.1,3.7,1.1,3.9,5,3.9,1.8,0.2,1.7,2.4,20.9,107,109,12.5,0.532,0.507,0.247,2.6,12.6,7.5,8.9,2.3,0.6,9.7,17.5
Isaiah Canaan\canaais01,SG,25,CHI,2.1,8,3.2,6.7,2.6,2.8,0.5,3.7,4.3,3.1,1.9,0.1,1.8,3,15.4,100,110,13.7,0.539,0.482,0.372,1.5,10.2,5.8,26.8,1.8,0.2,15.4,19
Clint Capela\capelca01,C,22,HOU,0,0,11.2,17.4,2.9,5.5,5.5,10.8,16.3,1.9,1.1,2.4,2.7,5.5,25.3,122,106,25,0.661,0.002,0.378,13.5,32.6,23,7.1,1.4,5.6,13.3,20.1
DeMarre Carroll\carrode01,SF,30,TOR,2.9,8.6,3,6.2,2.4,3.2,1.7,5.7,7.4,2,2.2,0.7,1.5,3.9,17.2,110,108,14.1,0.538,0.474,0.322,5.8,17.6,11.7,10.3,1.4,1,11.2,19.9
Vince Carter\cartevi01,SF,40,MEM,3.2,8.6,2.3,5.6,2.5,3.3,1,5.5,6.6,3.8,1.7,1,1.4,4.7,16.9,112,108,12,0.515,0.553,0.14,1.9,13.2,7.3,9.8,2.7,3.5,8.6,14.6
Michael Carter-Williams\cartemi01,PG,25,CHI,0.9,3.8,5.8,14.4,3.5,4.6,1.4,7.7,9.1,6.7,2.3,1.4,3.9,6.1,17.7,90,105,9.6,0.423,0.258,0.413,5.3,13.4,9.3,20.1,2.3,2.2,18.3,15.6
Willie Cauley-Stein\caulewi01,C,23,SAC,0,0.1,9.1,17.1,3.6,5.4,3,9,12.1,2.8,1.9,1.6,2.5,5.2,21.8,109,109,17.6,0.527,0.023,0.328,6.9,21.9,14.1,13.4,2,3.1,11.2,21.7
Tyson Chandler\chandty01,C,34,PHO,0,0,5.6,8.4,3.4,4.6,5.6,14.2,19.9,1.1,1.2,0.9,2.4,4.6,14.6,129,109,14.2,0.64,0,0.541,12.9,28,20.3,6,0.7,2,20.6,10.7
Wilson Chandler\chandwi01,SF,29,DEN,2.4,7.2,7.2,13.6,3.1,4.3,2.3,7.9,10.2,3.1,1.1,0.7,2.5,3.8,24.8,109,113,9.7,0.518,0.384,0.208,5.2,14,9.6,8.9,0.8,1.4,14.2,14.3
Marquese Chriss\chrisma01,PF,19,PHO,2,6.2,5.8,11.2,3.1,5,2.6,6.9,9.6,1.6,1.8,1.9,3,7.2,20.7,102,110,10.4,0.497,0.429,0.307,4.5,21.8,13,8.6,1.7,3.7,16,17
Ian Clark\clarkia01,SG,25,GSW,2.6,6.9,6.3,11.4,1.9,2.5,0.9,4.2,5.1,3.8,1.7,0.3,2.3,3.3,22.3,108,108,8.3,0.515,0.462,0.151,0.8,8.8,4.9,10.7,1,0.7,10.1,15.9
Jordan Clarkson\clarkjo01,SG,24,LAL,2.4,7.2,7.3,14.5,2.7,3.4,1,4,5,4.3,1.8,0.2,3.3,3,24.5,102,115,17.3,0.533,0.309,0.199,3.7,9.8,6.7,23.1,1.4,0.2,11.4,27.5
Darren Collison\collida01,PG,29,SAC,1.8,4.3,6.5,13.2,3.6,4.2,0.6,3.2,3.7,7.7,1.6,0.2,2.8,2.9,22.1,113,114,18.8,0.607,0.328,0.234,2.2,7.9,5.1,24.9,2.4,0.7,10.8,17.6
Mike Conley\conlemi01,PG,29,MEM,3.9,9.5,6.7,13.4,7.2,8.4,0.7,4.8,5.5,9.8,2.1,0.4,3.5,2.9,32.1,121,108,15.9,0.52,0.458,0.393,0,8.5,4.2,22.4,1.6,0.7,8.4,26.3
DeMarcus Cousins\couside01,C,26,SAC,2.5,7.1,11,22.8,11.3,14.7,3.1,12.5,15.6,7.1,2,2,5.5,5.4,40.9,108,106,23,0.583,0.34,0.456,7,31.8,19.9,23.9,2.2,3.6,18.9,32.3
DeMarcus Cousins\couside01,C,26,NOP,3.1,8.2,9,18.6,8,10.3,3.2,14.8,18,5.6,2.1,1.6,5.3,6.4,35.3,104,101,23,0.583,0.34,0.456,7,31.8,19.9,23.9,2.2,3.6,18.9,32.3
Robert Covington\covinro01,SF,26,PHI,3.1,9.5,3.6,7.4,3.3,4,2.1,7.9,10,2.3,2.9,1.6,3,4.7,19.9,100,105,12.7,0.574,0.667,0.18,2.6,15.8,9.4,8.7,2.4,1.9,14.2,17.6
Allen Crabbe\crabbal01,SG,24,POR,3,6.7,3.7,7.6,2.3,2.7,0.4,4.6,5,2.1,1.2,0.4,1.4,3.8,18.6,117,114,10.5,0.531,0.645,0.178,1.3,14.7,7.9,9,1,1,9.7,18.2
Jamal Crawford\crawfja01,SG,36,LAC,2.7,7.5,5.6,12.7,4,4.7,0.4,2.6,3,5,1.4,0.3,3.1,2.7,23.4,102,112,14.8,0.531,0.408,0.182,1,6.3,3.6,19.5,1.4,0.5,10.4,24.4
Jae Crowder\crowdja01,SF,26,BOS,3.3,8.4,3.7,6.9,3.7,4.6,1,7.8,8.8,3.3,1.6,0.5,1.7,3.4,21.2,118,108,10.5,0.547,0.504,0.24,3.6,11.1,7.4,6.1,1.5,0.7,9.2,15.2
Dante Cunningham\cunnida01,SF,29,NOP,2.1,5.4,3.1,5.3,0.5,0.8,1.7,6.6,8.2,1.1,1.2,0.8,0.8,3,12.9,114,109,8.6,0.528,0.479,0.164,5.3,14,9.8,3.1,1.2,1.2,6.8,10.1
Stephen Curry\curryst01,PG,28,GSW,5.9,14.4,6.4,11.9,5.9,6.6,1.1,5.3,6.4,9.6,2.6,0.3,4.4,3.3,36.5,119,105,28.5,0.673,0.575,0.371,2.3,13.8,8.5,30.7,2.3,0.3,12.7,31
Troy Daniels\danietr01,SG,25,MEM,6.1,15.6,2.1,6.2,1.9,2.4,1,3.4,4.4,2,0.9,0.2,2,4,24.2,104,112,10.5,0.613,0.818,0.122,0.5,6.5,3.4,4.6,0.6,0.2,8.6,17.1
Anthony Davis\davisan02,C,23,NOP,0.7,2.4,13.2,25.2,9.4,11.7,3.1,12.9,16,2.8,1.7,3,3.3,3,38,112,102,28,0.625,0.108,0.448,7.7,24.3,16.3,11.9,1.6,4.9,8.8,28.3
Ed Davis\davised01,PF,27,POR,0,0,4.7,8.9,3.1,5.1,6,9.3,15.4,1.6,0.9,1.4,2.3,8.6,12.6,116,110,16.4,0.603,0,0.441,14.7,26.4,20.7,4,1.2,3.2,15.4,13
Dewayne Dedmon\dedmode01,C,27,SAS,0,0,6.2,9.9,2.5,3.6,4.9,14.1,19,1.7,1.4,2.3,2.3,6.9,14.8,122,99,17.1,0.627,0.236,0.182,9.1,28.5,18.7,10.2,0.8,2.5,15,17.7
Sam Dekker\dekkesa01,SF,22,HOU,2,6.3,4.8,8.2,1.3,2.3,3.2,6.4,9.6,2.6,1.3,0.7,1.4,2.8,17,115,110,10.4,0.503,0.281,0.224,5.1,14.9,10,6.4,1.5,0.9,10.6,15.4
Malcolm Delaney\delanma01,PG,27,ATL,1,4.3,4.7,11,3,3.7,0.4,4.5,4.9,7.6,1.5,0,3.8,4.4,15.4,92,109,9.5,0.501,0.422,0.28,1.1,10.3,5.6,22.2,1.5,0.4,17.4,16.7
Matthew Dellavedova\dellama01,PG,26,MIL,2,5.5,3.3,8.2,2.1,2.5,0.6,3.1,3.8,9.1,1.4,0,3.4,3.9,14.8,102,114,8.9,0.506,0.514,0.155,2.3,8.6,5.4,28.1,1,0,22.9,13.7
Luol Deng\denglu01,SF,31,LAL,1.7,5.4,3.7,8.5,1.5,2.1,2.1,7.6,9.7,2.4,1.6,0.7,1.4,2,13.9,101,113,5.6,0.5,0,0,0,0,0,10.1,3.7,0,33.3,9.7
DeMar DeRozan\derozde01,SG,27,TOR,0.6,2.4,13.3,27.5,10.5,12.5,1.4,6.1,7.5,5.6,1.5,0.3,3.5,2.6,39.1,113,110,22.9,0.568,0.183,0.415,2.7,10.4,6.6,24.8,1.7,0.6,9.6,30.1
