Player,Pos,Age,Tm,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%
Chandler Parsons\parsoch01,SF,28,MEM,1.9,7.2,3.9,9.9,2.7,3.3,0.5,6,6.5,4.2,1.5,0.4,1.8,4,16.2,93,109,14.4,0.6,0.531,0.14,2.5,13.3,7.9,16.3,1.2,1.5,13.2,18.3
Patrick Patterson\pattepa01,PF,27,TOR,3,8,1.9,4.2,1.4,1.9,2,7.3,9.3,2.4,1.3,0.7,1.2,3.8,14.1,115,109,8.5,0.522,0.665,0.139,2.3,14.2,8.1,5.4,2,1.7,12.1,10.7
Chris Paul\paulch01,PG,31,LAC,3.2,7.9,6.5,12.6,6,6.8,1,6.9,7.9,14.6,3.1,0.2,3.8,3.8,28.7,126,106,25.1,0.605,0.477,0.283,2.2,17.9,10,43,2.8,0.9,13.2,24.7
Elfrid Payton\paytoel01,PG,22,ORL,0.8,3,8,15.7,3,4.3,1.8,6.1,8,10.9,1.8,0.8,3.7,3.6,21.5,107,111,18,0.567,0.145,0.258,4.2,11.4,7.7,33.9,2.4,0.8,18.5,21.5
Mason Plumlee\plumlma01,C,26,POR,0,0.2,7.7,14.3,4.2,7.3,3.9,10.2,14.1,7,1.6,2.1,2.9,4.9,19.6,116,107,16.3,0.563,0.004,0.493,10,22.3,16.1,14.1,1.7,4.7,19.6,17
Mason Plumlee\plumlma01,C,26,DEN,0,0.1,7.6,13.9,3.6,5.9,3.9,9.5,13.4,5.4,1.5,2.2,3.6,5.9,18.9,112,109,16.3,0.563,0.004,0.493,10,22.3,16.1,14.1,1.7,4.7,19.6,17
Jakob Poeltl\poeltja01,C,21,TOR,0,0,5.4,9.3,2.5,4.6,6.3,7,13.4,1,1.4,1.6,2.3,9.1,13.4,118,108,17.4,0.638,0.008,0.297,13.9,15.7,14.8,4,1,5.2,14.8,15.1
Otto Porter\porteot01,SF,23,WAS,2.8,6.5,5,8.7,1.9,2.3,2.2,7.5,9.7,2.3,2.2,0.8,0.8,3.7,20.3,129,108,17.5,0.587,0.358,0.15,4.3,17.9,11.1,9.2,2.5,1.5,6.9,17.5
Bobby Portis\portibo01,PF,21,CHI,1.6,4.8,7.6,14.1,2,3,3.8,11.1,14.9,1.8,0.8,0.6,1.9,4.7,22,110,107,21.1,0.558,0.268,0.229,10.8,22.4,16.4,13.8,1.3,1.1,10.1,25.8
Kristaps Porzingis\porzikr01,PF,21,NYK,2.6,7.3,7.6,15.5,4.6,5.8,2.6,8.4,11,2.2,1.1,3,2.7,5.6,27.6,108,109,20.4,0.538,0.256,0.308,4.5,18.1,11.4,6.5,1.1,6.3,8.5,31.3
Dwight Powell\poweldw01,C,25,DAL,0.8,2.9,6.8,11.8,4.2,5.5,3.6,8.3,11.9,1.9,2.4,1.5,1.3,5.3,20.1,120,105,17.3,0.636,0.211,0.376,8.5,20.4,14.3,6.6,2.3,1.9,10.7,14.8
Norman Powell\powelno01,SG,23,TOR,2.1,6.4,6.3,12.3,4.7,5.9,1,5.3,6.3,3,1.9,0.5,2.6,4.7,23.6,109,109,9.5,0.497,0.448,0.133,1.2,10.4,5.9,12.7,2,1.4,14.6,19.4
Julius Randle\randlju01,PF,22,LAL,0.4,1.4,8.2,16.2,4.7,6.4,3.4,11.1,14.5,6,1.1,0.8,4,5.7,22.3,107,112,19.3,0.599,0.072,0.439,9.1,24.2,16.6,14.4,0.9,2.1,16.8,24.8
Zach Randolph\randoza01,PF,35,MEM,0.6,2.7,12,25.3,4.1,5.6,5.3,12.1,17.4,3.6,1.1,0.3,2.9,4,29.9,103,106,18,0.532,0.174,0.156,7.6,24.3,15.6,14.3,1.7,0.6,13.1,27.7
J.J. Redick\redicjj01,SG,32,LAC,4.6,10.6,4.4,9.6,4.1,4.6,0.3,3.6,3.9,2.5,1.2,0.3,2.2,2.8,26.7,113,112,15.2,0.598,0.506,0.253,0.6,8.1,4.5,15.6,0.8,0.2,8.8,21
Willie Reed\reedwi02,C,26,MIA,0,0.2,7.9,13.7,2.4,4.3,6.3,9.9,16.2,1.3,0.9,2.3,1.5,6.7,18.3,122,105,19.3,0.669,0.017,0.458,9.1,22.1,15.6,3.7,1,4.4,11.6,16.7
Josh Richardson\richajo01,SG,23,MIA,2.3,7.1,4,8.9,1.9,2.4,1.1,4.2,5.2,4.4,1.9,1.2,2,4.1,16.8,102,108,12.5,0.548,0.413,0.168,2.5,8.9,5.7,13,1.9,2.4,13.9,18.1
Austin Rivers\riverau01,SG,24,LAC,2.7,7.3,5.2,10.5,3.2,4.6,0.5,3.4,3.9,5,1.2,0.2,2.8,4.5,21.6,105,112,13,0.529,0.457,0.208,1.6,5.4,3.5,17.2,1.9,0.6,11.2,22.3
Andre Roberson\roberan03,SF,25,OKC,0.9,3.8,3.5,5.8,1,2.3,2,6.3,8.3,1.6,1.9,1.6,1.1,4.2,10.8,108,106,11.1,0.543,0.222,0.235,7.9,12.3,10,6,2.2,3.1,14.4,8.7
Rajon Rondo\rondora01,PG,30,CHI,1.4,3.6,4.9,11.7,0.8,1.4,2,7.7,9.7,12.6,2.7,0.3,4.6,3.9,14.7,98,105,13.9,0.504,0.35,0.037,2.2,13.2,7.9,40.8,1.9,0.7,23.6,16
Derrick Rose\rosede01,PG,28,NYK,0.3,1.4,10.7,22,5.3,6.1,1.6,4.3,5.9,6.8,1.1,0.4,3.5,2,27.7,108,115,13.1,0.57,0.171,0.315,3.5,7.1,5.3,11.7,0.6,1,17.6,25.8
Terrence Ross\rosste01,SF,25,TOR,4,10.8,4.8,9.4,1.7,2.1,0.6,5.2,5.8,1.9,2.2,0.8,1.4,3.4,23.5,112,108,10.4,0.515,0.48,0.198,1.9,11.6,6.7,8.7,2.3,1.4,11.5,16.5
Terrence Ross\rosste01,SF,25,ORL,3,8.9,4.6,8.7,1.5,1.8,0.3,4.2,4.5,2.8,2.3,0.9,2.3,4,19.8,99,110,10.4,0.515,0.48,0.198,1.9,11.6,6.7,8.7,2.3,1.4,11.5,16.5
Terry Rozier\roziete01,PG,22,BOS,2.2,7,3.7,9.1,2,2.6,1.6,7.3,8.9,5.1,1.8,0.4,1.8,2.7,16.1,100,108,14.8,0.517,0.501,0.151,3.7,17.1,10.5,14.8,2.3,0.7,8,19.2
Ricky Rubio\rubiori01,PG,26,MIN,1.2,4,4.1,9.3,5.2,5.9,1.4,4.9,6.3,14,2.6,0.2,4,4.1,17.2,115,112,12.8,0.507,0.343,0.273,2,14.7,8.3,26.5,2.7,0.4,20,21.9
D'Angelo Russell\russeda01,PG,20,LAL,3.6,10.3,5.8,13,4,5.1,0.8,5.1,5.9,8.2,2.3,0.4,4.7,3.5,26.5,101,113,15.9,0.512,0.318,0.264,2.8,14.2,8.4,34.8,1.5,0.7,17.2,35.5
Domantas Sabonis\sabondo01,PF,20,OKC,1.5,4.8,4.2,9.7,1.3,2,1.4,7.3,8.7,2.5,1.2,1,2.5,6,14.4,93,108,18.9,0.586,0.053,0.357,11.5,25.8,18.8,12.5,1,1.6,15.9,22.4
Dario Saric\saricda01,PF,22,PHI,2.4,7.8,6.3,13.4,3.9,5,2.6,9.2,11.7,4.2,1.3,0.7,4.2,3.7,23.8,96,109,15.3,0.565,0.436,0.209,7.9,16.8,12.5,13.3,1.2,0.9,13.7,20.3
Tomas Satoransky\satorto01,SG,25,WAS,0.6,2.5,3.6,7.5,1.6,2.3,1.7,4,5.7,6.3,1.8,0.4,2.6,4.1,10.6,101,111,14.1,0.576,0.286,0.323,4.7,10.5,7.6,22.6,1.5,0.5,13.6,13.1
Dennis Schroder\schrode01,PG,23,ATL,2,5.8,8.9,18.2,4.3,5.1,0.8,4.1,4.9,9.9,1.5,0.3,5.1,3,28,103,109,17.7,0.511,0.216,0.215,2.5,8.5,5.4,36.9,1.7,0.2,12.4,30.5
Thabo Sefolosha\sefolth01,SF,32,ATL,1.3,3.7,4.1,8.5,1.7,2.3,1.7,6.7,8.3,3.3,3,1,1.8,3,13.7,105,103,16.2,0.591,0.35,0.225,4.1,18.9,11.4,6.4,3.2,1.3,10.2,16.5
Ramon Sessions\sessira01,PG,30,CHO,1.3,3.8,4.9,12.4,5.6,7.3,0.7,3.8,4.5,8,1.7,0.2,2.8,2.7,19.3,103,111,6.3,0.403,0.208,0.283,0.7,11.2,6.1,22.3,2.1,0.5,20.1,19.7
Iman Shumpert\shumpim01,SG,26,CLE,2.4,6.7,2.8,5.9,1.8,2.3,1,4.6,5.6,2.8,1.6,0.7,2,3.9,14.6,104,112,6.4,0.48,0.448,0.259,2.9,13.5,8.3,8.3,1.6,1.5,20.8,13.1
Pascal Siakam\siakapa01,PF,22,TOR,0.1,0.4,6,11.7,1.3,1.9,3.8,7.1,10.9,1,1.5,2.7,1.9,6.4,13.5,106,106,13.5,0.51,0.329,0.175,6.7,18.6,12.7,12.2,2.1,2,11.5,15.3
Jonathon Simmons\simmojo02,SG,27,SAS,1.1,3.7,5.4,11.7,3.6,4.8,0.7,5.1,5.9,4.6,1.7,0.9,2.8,5.3,17.7,100,105,12.4,0.543,0.258,0.286,3.3,10,6.6,12.6,1.3,0.8,14,22.1
Marcus Smart\smartma01,SG,22,BOS,1.9,6.9,3.6,8.6,4.2,5.2,1.6,4.7,6.3,7.5,2.6,0.7,3.3,4,17.3,102,108,10,0.467,0.471,0.246,2.9,9.8,6.4,22.8,2.1,1.3,18.5,19.6
Ish Smith\smithis01,PG,28,DET,0.7,2.7,7.8,16.6,1.9,2.6,0.5,5.5,6.1,10.8,1.6,0.9,2.9,3.3,19.6,103,108,15,0.494,0.076,0.152,1.9,11.3,6.5,29.7,1.4,1,10.3,21.9
J.R. Smith\smithjr01,SG,31,CLE,4,11.4,1.2,3.6,0.4,0.6,0.7,4,4.8,2.6,1.7,0.5,1.1,3.2,14.8,101,112,7.6,0.508,0.689,0.094,1.6,9.2,5.5,9.5,1.6,0.3,11.1,12.8
Jason Smith\smithja02,C,30,WAS,1.7,3.6,6.3,11.6,1.6,2.4,3,9,11.9,1.7,1,2.5,2.7,7.8,19.4,110,108,5.5,0.379,0.26,0.182,9.3,13.2,11.2,5.9,0.8,4.5,11.7,21.3
Tony Snell\snellto01,SG,25,MIL,3.1,7.7,2.2,4,1,1.3,0.5,4.9,5.4,2.1,1.2,0.3,1.2,2.7,14.8,114,113,9.3,0.61,0.621,0.136,0.7,7.9,4.3,5.9,1,1,6.9,10.9
Marreese Speights\speigma01,C,29,LAC,4,10.8,5.5,10.5,4.7,5.3,3.4,11.1,14.5,2.5,0.9,1.6,2.7,8.9,27.6,114,106,13.3,0.529,0.667,0.167,3.4,18.3,10.8,9.1,0.6,2.4,8.4,25.8
Nik Stauskas\stausni01,SG,23,PHI,2.9,8,2.6,6.1,2.7,3.3,0.5,4.6,5,4.2,1,0.7,2.9,3.2,16.8,100,112,10.2,0.587,0.667,0.196,0.9,11.9,6.4,9.8,0.9,0.6,15.3,15.8
Jeff Teague\teaguje01,PG,28,IND,1.7,4.7,5.9,12.4,6.8,7.8,0.6,5.6,6.2,12,1.9,0.6,4.1,3.1,23.6,115,110,14.5,0.527,0.286,0.272,1.5,8.9,5.1,29.6,2.3,0.9,18.3,20
Mirza Teletovic\teletmi01,PF,31,MIL,4.7,13.7,2.3,5.1,1.6,2,0.5,6.8,7.3,2.2,0.5,0.6,1.7,4.9,20.2,99,113,13.7,0.623,0.789,0,2.2,15.1,8.6,9.7,1.3,0.5,10.9,18.4
Garrett Temple\templga01,SG,30,SAC,2.4,6.4,3,6.2,1.7,2.2,0.9,4.5,5.4,4.9,2.5,0.8,2.3,4.1,14.8,106,111,9.8,0.513,0.473,0.162,1.5,9.9,5.5,11.6,1.8,1.9,13.8,16.8
Jason Terry\terryja01,SG,39,MIL,2.7,6.4,1.2,2.7,0.9,1.1,0.6,3.4,3.9,3.6,1.7,0.7,1.3,3.5,11.4,116,112,5.2,0.464,0.667,0.051,0.6,9,4.7,8.2,2.3,1.6,20,10.7
Isaiah Thomas\thomais02,PG,27,BOS,4.7,12.5,8.4,16,11.4,12.5,0.8,3.1,4,8.6,1.4,0.3,4.1,3.2,42.4,122,112,12.8,0.496,0.45,0.375,2.5,5.2,3.9,24.7,1.2,0.5,15.4,30.7
Lance Thomas\thomala01,PF,28,NYK,2,4.4,3,8.2,2.2,2.6,1.7,5.7,7.3,1.8,1.1,0.3,1.3,4.4,14.2,108,114,6.4,0.512,0.418,0.214,4.1,10.8,7.5,3.9,0.9,1.2,13.1,11
Klay Thompson\thompkl01,SG,26,GSW,4.9,11.8,6.8,13.2,3.4,4,0.9,4.3,5.2,2.9,1.2,0.7,2.3,2.5,31.6,111,108,16.8,0.608,0.449,0.086,1.5,10.9,6.6,11.2,1,1.4,9.4,23.5
Tristan Thompson\thomptr01,C,25,CLE,0,0.1,5.6,9.3,2.3,4.6,6.1,9.2,15.3,1.6,0.8,1.8,1.4,3.8,13.5,128,109,12.9,0.586,0,0.392,11.8,21.3,16.7,4.5,0.7,1.6,12.4,11.9
Anthony Tolliver\tollian01,PF,31,SAC,3.1,7.9,2.2,4.1,2.1,2.8,1.7,6.4,8.1,2.6,1.2,0.7,1.9,3.7,15.8,113,113,12.3,0.637,0.802,0.282,2.9,12.2,7.4,8.4,0.9,1.2,12.4,14.6
Karl-Anthony Towns\townska01,C,21,MIN,1.7,4.6,11.7,20.2,6,7.2,5,11.9,16.9,3.7,0.9,1.7,3.5,4,34.5,121,110,24,0.639,0.258,0.314,9.4,31,20.1,10.4,1.1,3.7,11.3,22.1
P.J. Tucker\tuckepj01,SF,31,PHO,1.4,4,3,6.4,1.8,2.3,2.8,7.3,10.1,2.1,2.5,0.4,1.5,4.2,11.8,109,111,7.9,0.526,0.663,0.173,4.6,20.1,12.3,4,1.8,0.8,13.6,9.7
P.J. Tucker\tuckepj01,SF,31,TOR,2,5,2.3,5.7,0.9,1.3,1.9,8.8,10.7,2.2,2.6,0.4,1.2,4.4,11.6,110,106,7.9,0.526,0.663,0.173,4.6,20.1,12.3,4,1.8,0.8,13.6,9.7
Evan Turner\turneev01,SF,28,POR,0.9,3.5,6.1,13,2.5,3.1,1.1,6.3,7.4,6.1,1.6,0.7,3,3.6,17.5,100,111,9.8,0.519,0.204,0.181,1.8,12.1,7.1,12.5,1.3,1,15.2,16.1
Myles Turner\turnemy01,C,20,IND,0.8,2.3,8,14.9,4.8,6,2.7,8.9,11.6,2.1,1.5,3.4,2.1,5.2,23.1,115,105,18.3,0.582,0.244,0.334,4.9,21.1,13.2,8,0.9,6.7,12,21.4
Tyler Ulis\ulisty01,PG,21,PHO,0.9,3.4,6.9,15.3,2.3,3,0.9,3.2,4,9.6,2,0.2,3.3,3.1,18.9,102,114,9.3,0.454,0.259,0.194,1.3,6.6,3.9,25.5,2.2,0.2,17.3,17.3
Jonas Valanciunas\valanjo01,C,24,TOR,0,0,9.6,17.2,4.3,5.3,5.5,13.1,18.6,1.4,0.9,1.5,2.6,5.3,23.5,120,105,21.9,0.634,0.082,0.317,12.2,30.8,21.6,6.5,0.8,2.7,13.4,21.9
Denzel Valentine\valende01,SG,23,CHI,3.8,10.7,1.5,4.1,0.7,0.9,0.6,7.2,7.8,3.3,1.5,0.4,2.5,4.4,15,95,108,12.1,0.54,0.529,0.065,2.4,18.5,10.2,16.6,1.3,0.4,11.1,16.1
Noah Vonleh\vonleno01,PF,21,POR,0.3,0.8,4.8,9.8,2.4,3.7,5.1,10,15.2,1.2,1.2,1.1,2.5,6,12.8,106,110,12.3,0.548,0.053,0.326,8.4,30,19.5,3.9,0.6,1.9,12.1,11.6
Nikola Vucevic\vucevni01,C,26,ORL,0.5,1.7,10.5,21.9,2.5,3.7,4,13.8,17.9,4.8,1.7,1.7,2.7,4.1,25.1,103,105,21.3,0.557,0.277,0.111,6.6,27.9,17.1,18.9,1.7,2.9,10.8,25.4
Dwyane Wade\wadedw01,SG,35,CHI,1.3,4.1,10.4,22.8,6.3,7.9,1.8,5.8,7.6,6.4,2.4,1.2,3.9,3.1,30.8,103,106,16.3,0.519,0.153,0.306,4.2,14.8,9.6,24.8,2.1,2.6,15.5,24.3
Dion Waiters\waitedi01,SG,25,MIA,3.1,7.8,7.1,16.3,3,4.6,0.7,4.9,5.6,7.3,1.5,0.7,3.8,3.5,26.6,101,109,10.8,0.487,0.415,0.168,1,8.5,4.8,20.6,1.3,0.8,13.7,25.3
Kemba Walker\walkeke02,PG,26,CHO,4.4,11,7.4,15.5,5.6,6.6,0.8,4.8,5.6,7.9,1.6,0.4,3.1,2.2,33.5,113,111,20.9,0.561,0.422,0.323,1.4,9.4,5.3,28.9,1.6,0.8,9.9,27.8
John Wall\walljo01,PG,26,WAS,1.5,4.7,9.7,20.2,7.3,9.2,1,4.6,5.7,14.4,2.7,0.9,5.6,2.6,31.4,111,108,19.3,0.511,0.245,0.366,1.8,9.8,5.8,43.2,1.9,2.9,15.9,28.8
Taurean Waller-Prince\princta02,SF,22,ATL,1.7,5.1,4.1,9.2,3.7,4.7,1.3,6.6,7.9,2.8,2.2,1.4,3.1,4.8,16.8,96,105,11.5,0.543,0.435,0.171,2.5,16.8,9.6,11.6,1.6,1.6,16,19.8
T.J. Warren\warretj01,SF,23,PHO,0.6,2.3,8.8,16.7,2.8,3.6,2.9,5,7.9,1.8,1.8,0.9,1.3,4.1,22.2,113,113,18.3,0.545,0.094,0.245,6,11.7,8.8,8,1.4,1.6,7.3,25.4
David West\westda01,C,36,GSW,0.2,0.5,7.4,13.7,2.4,3.2,2.6,8.8,11.4,8.5,2.4,2.7,4.4,5.9,17.8,109,100,22.6,0.625,0.028,0.209,8,19,14,19.7,2.3,6.4,15.8,21.5
Russell Westbrook\westbru01,PG,28,OKC,3.5,10.2,10.9,23.8,12.4,14.7,2.4,12.7,15.1,14.7,2.3,0.5,7.7,3.3,44.8,112,104,25,0.514,0.205,0.32,5.3,24.8,14.7,50.9,2.8,0.5,15.8,34.9
Isaiah Whitehead\whiteis01,PG,21,BRK,1.3,4.3,4.6,10.4,2.6,3.3,0.9,4.4,5.3,5.5,1.2,1,4.1,5,15.7,91,113,12.4,0.546,0.203,0.257,2.6,13.2,7.9,22.1,2.1,0.9,22.6,28.4
Hassan Whiteside\whiteha01,C,27,MIA,0,0,10.9,19.5,4.5,7.2,5.9,15.9,21.8,1.1,1.1,3.2,3.1,4.5,26.3,113,100,24.6,0.592,0.006,0.309,13.3,38.6,26.1,5.6,1.4,5.8,13.1,24.3
Andrew Wiggins\wiggian01,SF,21,MIN,1.7,4.8,10.1,21.3,6.9,9,1.7,3.8,5.5,3.1,1.4,0.5,3.1,3,32.2,107,115,13.6,0.504,0.264,0.258,3.2,10.6,6.9,7.8,1.6,1.6,8.3,23.9
Lou Williams\willilo02,SG,30,LAL,4.2,11,7.1,14.5,10.6,11.9,0.5,4.1,4.6,6.4,2.3,0.4,4.2,2.3,37.4,118,114,22.2,0.597,0.44,0.37,1.7,6.7,4.2,27.6,1.7,0.6,13,30.2
Lou Williams\willilo02,SG,30,HOU,3.3,10.5,5,11,8,9.2,1,4.7,5.7,4.5,1.2,0.7,3.2,2,27.9,109,112,22.2,0.597,0.44,0.37,1.7,6.7,4.2,27.6,1.7,0.6,13,30.2
Marvin Williams\willima02,PF,30,CHO,2.7,7.7,3.8,7.7,2.9,3.3,1.9,9,10.9,2.3,1.3,1.2,1.3,2.9,18.6,111,108,14,0.624,0.532,0.202,3.9,16,9.9,6.7,1.3,1.1,9,13.8
Justise Winslow\winslju01,SF,20,MIA,0.6,2.8,5.9,15.3,2.3,3.8,1.9,5.7,7.6,5.3,2.1,0.5,2.7,4.2,15.8,88,107,10.4,0.487,0.242,0.19,4.7,21.7,13.3,13,1.3,1.6,14.4,15
Nick Young\youngni01,SG,31,LAL,5.3,13.2,3.2,6.6,2.4,2.8,0.8,3.5,4.3,1.8,1.2,0.4,1.1,4.3,24.8,118,116,11.6,0.594,0.682,0.112,1.5,7.1,4.6,3.4,1.5,0.6,7.3,18.3
Thaddeus Young\youngth01,PF,28,IND,1,2.6,7.1,12.7,1,1.9,2.9,7.1,10,2.7,2.5,0.6,2.1,3,18.2,109,107,14.8,0.542,0.235,0.081,6.8,13.2,10,9.1,2.4,1.1,9.9,17
Cody Zeller\zelleco01,C,24,CHO,0,0,7.4,12.9,3.9,5.7,3.9,7.9,11.8,2.9,1.8,1.7,1.9,5.5,18.6,121,107,15.3,0.557,0.01,0.594,12.7,17,14.8,6.4,1.2,4.5,15.3,16.5
Tyler Zeller\zellety01,C,27,BOS,0,0.1,7.4,14.8,2.1,3.7,4.1,7.7,11.7,4,0.7,2,1.9,5.8,16.8,109,109,15.5,0.587,0.114,0.262,9.3,19.9,14.5,6.6,0.6,2.3,12.1,17.8
Paul Zipser\zipsepa01,SF,22,CHI,2,5.9,3.3,7.3,1.9,2.4,0.9,6.6,7.5,2.2,0.9,1,2.4,4.7,14.3,96,109,4.1,0.423,0.42,0.095,1.7,16.4,8.8,7.4,1.2,1,16.2,15.1
Ivica Zubac\zubaciv01,C,19,LAL,0,0.2,10.1,18.8,2.6,3.9,3.3,9.4,12.7,2.4,1.1,2.6,2.4,5.3,22.7,108,110,1.2,0.429,0,0,6.6,15.7,11.1,2.9,0,0,26.3,16.6